model	sample_id	image_id	t_star	t_bad
qwen	23	1	10	19
qwen	23	2	10	11
qwen	23	2	10	12
qwen	23	2	10	13
qwen	23	2	10	14
qwen	23	2	10	16
qwen	23	2	10	19
qwen	23	3	10	11
qwen	23	3	10	12
qwen	23	3	10	13
qwen	23	3	10	14
qwen	23	3	10	16
qwen	23	3	10	19
qwen	24	1	1	2
qwen	24	1	1	4
qwen	24	1	1	5
qwen	24	1	1	6
qwen	24	1	1	7
qwen	24	2	1	2
qwen	24	2	1	4
qwen	24	2	1	5
qwen	24	2	1	6
qwen	24	2	1	7
qwen	26	1	7	8
qwen	26	1	7	9
qwen	26	1	7	10
qwen	26	1	7	11
qwen	26	1	7	12
qwen	26	1	7	13
qwen	26	2	7	8
qwen	26	2	7	9
qwen	26	2	7	10
qwen	26	2	7	11
qwen	26	2	7	12
qwen	26	2	7	13
qwen	26	3	7	8
qwen	26	3	7	9
qwen	26	3	7	10
qwen	26	3	7	11
qwen	26	3	7	12
qwen	26	3	7	13
qwen	27	1	2	7
qwen	27	1	2	8
qwen	27	1	2	9
qwen	27	1	2	10
qwen	27	1	2	12
qwen	27	1	2	14
qwen	27	1	2	15
qwen	27	1	2	16
qwen	27	1	2	17
qwen	27	2	7	8
qwen	27	2	7	9
qwen	27	2	7	10
qwen	27	2	7	12
qwen	27	2	7	14
qwen	27	2	7	15
qwen	27	2	7	16
qwen	27	2	7	17
qwen	28	1	16	20
qwen	28	2	6	17
qwen	28	5	17	20
qwen	29	1	1	3
qwen	29	2	1	3
qwen	30	1	1	8
qwen	30	1	1	10
qwen	30	2	4	8
qwen	30	3	8	10
qwen	31	1	13	16
qwen	31	3	4	15
qwen	31	3	4	16
qwen	31	5	11	13
qwen	31	5	11	14
qwen	31	5	11	15
qwen	31	5	11	16
qwen	32	1	16	19
qwen	32	2	5	16
qwen	32	2	5	17
qwen	32	3	17	19
qwen	32	5	16	19
qwen	33	1	13	16
qwen	33	1	13	17
qwen	33	1	13	18
qwen	33	1	13	20
qwen	33	2	13	15
qwen	33	2	13	16
qwen	33	2	13	17
qwen	33	2	13	18
qwen	33	3	13	15
qwen	33	3	13	16
qwen	33	3	13	18
qwen	33	4	10	11
qwen	33	4	10	13
qwen	33	4	10	15
qwen	33	4	10	16
qwen	33	4	10	18
qwen	33	4	10	20
qwen	34	1	1	2
qwen	34	1	1	3
qwen	34	1	1	4
qwen	34	1	1	5
qwen	34	1	1	8
qwen	34	1	1	9
qwen	34	1	1	10
qwen	34	2	1	2
qwen	34	2	1	3
qwen	34	2	1	4
qwen	34	2	1	5
qwen	34	2	1	8
qwen	34	2	1	9
qwen	34	2	1	10
qwen	35	1	6	7
qwen	35	1	6	8
qwen	35	1	6	9
qwen	35	1	6	10
qwen	35	1	6	11
qwen	35	1	6	12
qwen	35	1	6	13
qwen	35	1	6	14
qwen	35	1	6	15
qwen	35	2	6	7
qwen	35	2	6	8
qwen	35	2	6	9
qwen	35	2	6	10
qwen	35	2	6	11
qwen	35	2	6	12
qwen	35	2	6	13
qwen	35	2	6	14
qwen	35	2	6	15
qwen	36	1	1	2
qwen	36	1	1	3
qwen	36	1	1	6
qwen	36	1	1	8
qwen	36	1	1	10
qwen	36	2	1	2
qwen	36	2	1	3
qwen	36	2	1	6
qwen	36	2	1	8
qwen	36	2	1	10
qwen	37	1	14	19
qwen	37	3	5	6
qwen	38	1	1	2
qwen	38	1	1	4
qwen	38	1	1	6
qwen	38	1	1	7
qwen	38	2	1	2
qwen	38	2	1	4
qwen	38	2	1	6
qwen	38	2	1	7
qwen	39	1	3	17
qwen	39	2	4	16
qwen	39	2	4	19
qwen	39	3	16	17
qwen	39	4	16	19
qwen	39	5	13	17
qwen	40	2	15	19
qwen	40	3	15	18
qwen	40	4	15	18
qwen	40	4	15	19
qwen	40	5	15	18
qwen	41	1	7	9
qwen	41	1	7	10
qwen	41	1	7	12
qwen	41	1	7	13
qwen	41	1	7	14
qwen	41	1	7	15
qwen	41	1	7	16
qwen	41	2	7	9
qwen	41	2	7	10
qwen	41	2	7	12
qwen	41	2	7	13
qwen	41	2	7	14
qwen	41	2	7	15
qwen	41	2	7	16
qwen	42	1	5	7
qwen	42	1	5	8
qwen	42	1	5	9
qwen	42	1	5	10
qwen	42	1	5	11
qwen	42	1	5	12
qwen	42	1	5	13
qwen	42	1	5	14
qwen	42	1	5	15
qwen	42	1	5	16
qwen	42	1	5	18
qwen	42	1	5	19
qwen	42	2	5	7
qwen	42	2	5	8
qwen	42	2	5	9
qwen	42	2	5	10
qwen	42	2	5	11
qwen	42	2	5	12
qwen	42	2	5	13
qwen	42	2	5	14
qwen	42	2	5	15
qwen	42	2	5	16
qwen	42	2	5	18
qwen	42	2	5	19
qwen	43	1	10	11
qwen	43	1	10	13
qwen	43	2	4	10
qwen	43	2	4	11
qwen	43	2	4	13
qwen	44	1	2	3
qwen	44	1	2	4
qwen	44	1	2	5
qwen	44	1	2	6
qwen	44	1	2	8
qwen	44	1	2	10
qwen	44	2	2	3
qwen	44	2	2	4
qwen	44	2	2	5
qwen	44	2	2	6
qwen	44	2	2	8
qwen	44	2	2	10
qwen	44	3	2	3
qwen	44	3	2	4
qwen	44	3	2	5
qwen	44	3	2	6
qwen	44	3	2	8
qwen	44	3	2	10
qwen	46	1	1	2
qwen	46	1	1	3
qwen	46	1	1	5
qwen	46	2	1	2
qwen	46	2	1	3
qwen	46	2	1	5
qwen	46	3	1	2
qwen	46	3	1	3
qwen	46	3	1	5
qwen	46	4	1	2
qwen	46	4	1	3
qwen	46	4	1	5
qwen	47	1	1	9
qwen	48	1	10	11
qwen	48	1	10	14
qwen	48	1	10	15
qwen	48	1	10	16
qwen	48	1	10	17
qwen	48	1	10	18
qwen	48	2	10	11
qwen	48	2	10	14
qwen	48	2	10	15
qwen	48	2	10	16
qwen	48	2	10	17
qwen	48	2	10	18
qwen	48	3	10	11
qwen	48	3	10	14
qwen	48	3	10	15
qwen	48	3	10	16
qwen	48	3	10	17
qwen	48	3	10	18
qwen	49	1	13	15
qwen	49	1	13	18
qwen	49	1	13	20
qwen	49	2	13	18
qwen	49	3	13	15
qwen	49	3	13	20
qwen	49	4	11	13
qwen	49	4	11	15
qwen	50	1	1	2
qwen	50	1	1	6
qwen	50	1	1	10
qwen	50	2	1	2
qwen	50	2	1	6
qwen	50	2	1	10
qwen	51	1	7	8
qwen	51	1	7	10
qwen	51	1	7	11
qwen	51	1	7	14
qwen	51	1	7	15
qwen	51	2	5	7
qwen	51	2	5	8
qwen	51	2	5	10
qwen	51	2	5	11
qwen	51	2	5	14
qwen	51	2	5	15
qwen	52	1	2	5
qwen	52	1	2	6
qwen	52	1	2	7
qwen	52	1	2	8
qwen	52	1	2	9
qwen	52	1	2	11
qwen	52	1	2	12
qwen	52	1	2	13
qwen	52	1	2	14
qwen	52	2	5	6
qwen	52	2	5	7
qwen	52	2	5	8
qwen	52	2	5	9
qwen	52	2	5	11
qwen	52	2	5	12
qwen	52	2	5	13
qwen	52	2	5	14
qwen	53	1	2	7
qwen	53	2	2	7
qwen	54	1	7	8
qwen	54	1	7	10
qwen	54	1	7	12
qwen	54	1	7	13
qwen	54	1	7	15
qwen	54	2	7	8
qwen	54	2	7	10
qwen	54	2	7	12
qwen	54	2	7	13
qwen	54	2	7	15
qwen	55	1	2	10
qwen	55	1	2	11
qwen	55	1	2	12
qwen	55	1	2	15
qwen	55	1	2	18
qwen	55	2	6	10
qwen	55	2	6	11
qwen	55	2	6	12
qwen	55	2	6	15
qwen	55	2	6	18
qwen	55	3	10	11
qwen	55	3	10	12
qwen	55	3	10	15
qwen	55	3	10	18
qwen	57	1	3	12
qwen	57	2	10	12
qwen	57	3	10	12
qwen	58	1	1	2
qwen	58	1	1	13
qwen	58	1	1	15
qwen	58	2	6	13
qwen	58	2	6	14
qwen	58	2	6	15
qwen	58	3	7	8
qwen	58	3	7	13
qwen	58	3	7	14
qwen	58	3	7	15
qwen	58	4	13	15
qwen	59	1	8	13
qwen	59	1	8	14
qwen	59	2	4	8
qwen	59	2	4	13
qwen	59	2	4	14
qwen	60	1	7	13
qwen	60	2	7	13
qwen	61	1	1	3
qwen	61	1	1	8
qwen	61	1	1	10
qwen	61	1	1	11
qwen	61	1	1	15
qwen	61	2	6	8
qwen	61	2	6	10
qwen	61	2	6	11
qwen	61	2	6	15
qwen	62	1	3	4
qwen	62	2	2	3
qwen	62	2	2	4
qwen	62	3	3	4
qwen	62	4	2	3
qwen	62	4	2	4
qwen	63	1	7	9
qwen	63	1	7	10
qwen	63	1	7	13
qwen	63	1	7	14
qwen	63	1	7	15
qwen	63	2	7	9
qwen	63	2	7	10
qwen	63	2	7	13
qwen	63	2	7	14
qwen	63	2	7	15
qwen	66	2	1	3
qwen	66	2	1	9
qwen	66	4	1	3
qwen	66	4	1	9
qwen	67	1	6	7
qwen	67	1	6	13
qwen	67	2	4	6
qwen	67	2	4	7
qwen	67	2	4	13
qwen	68	1	6	7
qwen	68	1	6	12
qwen	68	1	6	13
qwen	68	2	4	6
qwen	68	2	4	7
qwen	68	2	4	12
qwen	68	2	4	13
qwen	69	1	2	4
qwen	69	1	2	6
qwen	69	1	2	7
qwen	69	2	2	4
qwen	69	2	2	6
qwen	69	2	2	7
qwen	70	1	5	7
qwen	70	1	5	8
qwen	70	1	5	9
qwen	70	1	5	10
qwen	70	1	5	11
qwen	70	1	5	12
qwen	70	1	5	14
qwen	70	2	5	7
qwen	70	2	5	8
qwen	70	2	5	9
qwen	70	2	5	10
qwen	70	2	5	11
qwen	70	2	5	12
qwen	70	2	5	14
qwen	71	1	7	8
qwen	71	1	7	10
qwen	71	1	7	12
qwen	71	1	7	14
qwen	71	1	7	15
qwen	71	2	6	7
qwen	71	2	6	8
qwen	71	2	6	10
qwen	71	2	6	12
qwen	71	2	6	14
qwen	71	2	6	15
qwen	72	1	7	8
qwen	72	1	7	12
qwen	72	1	7	13
qwen	72	1	7	14
qwen	72	1	7	15
qwen	72	2	4	6
qwen	72	2	4	7
qwen	72	2	4	8
qwen	72	2	4	12
qwen	72	2	4	13
qwen	72	2	4	14
qwen	72	2	4	15
qwen	73	1	1	2
qwen	73	1	1	3
qwen	73	2	1	2
qwen	73	2	1	3
qwen	73	3	1	2
qwen	73	3	1	3
qwen	73	4	1	2
qwen	73	4	1	3
qwen	74	1	16	17
qwen	74	1	16	18
qwen	74	1	16	19
qwen	74	2	16	20
qwen	74	3	16	17
qwen	74	3	16	20
qwen	74	4	19	20
qwen	74	5	17	18
qwen	74	5	17	19
qwen	75	1	2	7
qwen	75	1	2	9
qwen	75	1	2	10
qwen	75	1	2	14
qwen	75	2	7	9
qwen	75	2	7	10
qwen	75	2	7	14
qwen	76	1	3	12
qwen	76	1	3	14
qwen	76	1	3	15
qwen	76	1	3	17
qwen	76	1	3	19
qwen	76	1	3	20
qwen	76	2	12	13
qwen	76	2	12	14
qwen	76	2	12	17
qwen	76	2	12	19
qwen	76	3	12	14
qwen	76	3	12	15
qwen	76	3	12	19
qwen	76	3	12	20
qwen	76	4	12	13
qwen	76	4	12	14
qwen	76	4	12	17
qwen	76	4	12	19
qwen	76	4	12	20
qwen	77	1	10	12
qwen	77	2	10	12
qwen	77	3	10	12
qwen	78	1	14	15
qwen	78	2	5	15
qwen	79	1	14	15
qwen	79	1	14	19
qwen	79	1	14	20
qwen	79	2	4	15
qwen	79	2	4	16
qwen	79	2	4	17
qwen	79	3	14	17
qwen	79	3	14	20
qwen	79	4	14	15
qwen	79	4	14	16
qwen	79	4	14	19
qwen	79	4	14	20
qwen	81	2	14	17
qwen	81	5	11	14
qwen	81	5	11	17
qwen	82	1	2	3
qwen	82	1	2	8
qwen	82	2	1	4
qwen	82	2	1	6
qwen	82	3	2	3
qwen	82	3	2	4
qwen	82	3	2	8
qwen	82	4	1	3
qwen	82	4	1	4
qwen	82	4	1	6
qwen	83	1	1	2
qwen	83	1	1	6
qwen	83	2	1	2
qwen	83	2	1	6
qwen	83	3	1	2
qwen	83	3	1	6
qwen	84	1	1	3
qwen	84	1	1	6
qwen	84	1	1	7
qwen	84	1	1	10
qwen	84	2	1	3
qwen	84	2	1	6
qwen	84	2	1	7
qwen	84	2	1	10
qwen	85	1	11	12
qwen	85	1	11	14
qwen	85	1	11	15
qwen	85	1	11	16
qwen	85	1	11	17
qwen	85	1	11	18
qwen	85	2	11	14
qwen	85	2	11	16
qwen	85	2	11	17
qwen	85	3	11	12
qwen	85	3	11	16
qwen	85	3	11	17
qwen	85	3	11	18
qwen	85	4	11	12
qwen	85	4	11	14
qwen	85	4	11	15
qwen	86	1	10	11
qwen	86	1	10	15
qwen	86	2	10	11
qwen	86	2	10	15
qwen	86	3	8	10
qwen	86	3	8	11
qwen	86	3	8	15
qwen	87	1	3	4
qwen	87	1	3	6
qwen	87	2	3	4
qwen	87	2	3	6
qwen	87	3	3	6
qwen	88	3	16	19
qwen	88	4	16	17
qwen	88	5	14	15
qwen	88	5	14	18
qwen	88	5	14	19
qwen	89	1	1	3
qwen	89	1	1	4
qwen	89	1	1	6
qwen	89	1	1	7
qwen	89	1	1	8
qwen	89	2	1	3
qwen	89	2	1	4
qwen	89	2	1	6
qwen	89	2	1	7
qwen	89	2	1	8
qwen	90	1	1	13
qwen	90	1	1	16
qwen	90	1	1	17
qwen	90	2	13	15
qwen	90	2	13	18
qwen	90	3	16	17
qwen	90	4	15	18
qwen	91	1	2	13
qwen	91	1	2	14
qwen	91	1	2	16
qwen	91	2	13	14
qwen	91	2	13	15
qwen	91	2	13	17
qwen	91	2	13	18
qwen	91	3	13	14
qwen	91	3	13	15
qwen	91	3	13	18
qwen	91	4	13	14
qwen	91	4	13	15
qwen	91	4	13	16
qwen	91	4	13	17
qwen	91	4	13	18
qwen	92	1	10	12
qwen	92	1	10	16
qwen	92	2	10	12
qwen	92	2	10	16
qwen	93	1	7	10
qwen	93	1	7	15
qwen	93	1	7	19
qwen	93	2	7	10
qwen	93	2	7	15
qwen	93	2	7	19
qwen	94	1	2	6
qwen	94	1	2	7
qwen	94	1	2	8
qwen	94	1	2	12
qwen	94	1	2	14
qwen	94	2	6	7
qwen	94	2	6	8
qwen	94	2	6	12
qwen	94	2	6	14
qwen	95	1	9	10
qwen	95	1	9	12
qwen	95	2	9	10
qwen	95	2	9	12
qwen	96	1	2	7
qwen	96	1	2	8
qwen	96	1	2	13
qwen	96	1	2	14
qwen	96	1	2	15
qwen	96	2	7	8
qwen	96	2	7	13
qwen	96	2	7	14
qwen	96	2	7	15
qwen	97	1	9	10
qwen	97	1	9	12
qwen	97	1	9	14
qwen	97	1	9	15
qwen	97	1	9	16
qwen	97	2	9	10
qwen	97	2	9	12
qwen	97	2	9	14
qwen	97	2	9	15
qwen	97	2	9	16
qwen	98	1	1	3
qwen	98	1	1	7
qwen	98	1	1	8
qwen	98	1	1	9
qwen	98	1	1	10
qwen	98	1	1	15
qwen	98	2	5	7
qwen	98	2	5	8
qwen	98	2	5	9
qwen	98	2	5	10
qwen	98	2	5	15
qwen	99	1	10	12
qwen	99	1	10	13
qwen	99	1	10	16
qwen	99	1	10	17
qwen	99	1	10	19
qwen	99	2	10	12
qwen	99	2	10	13
qwen	99	2	10	16
qwen	99	2	10	17
qwen	99	2	10	19
qwen	99	3	10	12
qwen	99	3	10	13
qwen	99	3	10	16
qwen	99	3	10	17
qwen	99	3	10	19
qwen	100	1	1	3
qwen	100	1	1	16
qwen	100	1	1	17
qwen	100	1	1	18
qwen	100	1	1	20
qwen	100	2	1	3
qwen	100	3	1	3
qwen	100	3	1	16
qwen	100	3	1	17
qwen	100	3	1	18
qwen	100	3	1	20
qwen	100	4	1	3
qwen	100	4	1	16
qwen	100	4	1	17
qwen	100	4	1	18
qwen	100	4	1	20
qwen	100	5	1	3
qwen	100	5	1	16
qwen	100	5	1	17
qwen	100	5	1	18
qwen	100	5	1	20
qwen	100	6	1	3
qwen	100	6	1	11
qwen	100	6	1	15
qwen	100	7	1	3
qwen	100	9	11	15
qwen	100	9	11	16
qwen	100	9	11	17
qwen	100	9	11	18
qwen	100	9	11	20
qwen	101	4	4	5
qwen	101	7	4	5
qwen	102	1	5	6
qwen	102	1	5	7
qwen	102	1	5	8
qwen	102	1	5	11
qwen	102	3	3	5
qwen	102	3	3	6
qwen	102	3	3	7
qwen	102	5	2	5
qwen	102	5	2	7
qwen	102	5	2	8
qwen	102	5	2	11
qwen	102	7	3	5
qwen	102	7	3	6
qwen	102	7	3	7
qwen	102	8	3	5
qwen	102	8	3	6
qwen	102	8	3	7
qwen	102	9	2	8
qwen	102	9	2	11
qwen	103	1	1	2
qwen	103	2	1	6
qwen	103	2	1	19
qwen	103	3	1	6
qwen	103	3	1	9
qwen	103	3	1	11
qwen	103	3	1	13
qwen	103	3	1	14
qwen	103	3	1	15
qwen	103	3	1	18
qwen	103	3	1	19
qwen	103	5	1	6
qwen	103	6	2	9
qwen	103	6	2	11
qwen	103	6	2	13
qwen	103	6	2	14
qwen	103	6	2	15
qwen	103	6	2	18
qwen	103	6	2	19
qwen	103	7	9	11
qwen	103	7	9	13
qwen	103	7	9	14
qwen	103	7	9	15
qwen	103	7	9	16
qwen	103	7	9	19
qwen	103	9	6	9
qwen	103	9	6	11
qwen	103	9	6	13
qwen	103	9	6	14
qwen	103	9	6	18
qwen	103	10	15	16
qwen	103	10	15	19
qwen	104	1	3	5
qwen	104	3	4	5
qwen	104	3	4	8
qwen	104	4	4	5
qwen	104	4	4	10
qwen	104	5	5	7
qwen	104	5	5	8
qwen	104	5	5	12
qwen	104	6	3	5
qwen	104	6	3	7
qwen	104	6	3	8
qwen	104	6	3	12
qwen	104	8	7	12
qwen	104	10	7	12
qwen	105	1	10	11
qwen	105	3	8	10
qwen	105	4	7	11
qwen	105	6	3	5
qwen	105	6	3	10
qwen	105	7	5	7
qwen	105	7	5	8
qwen	105	11	3	8
qwen	105	11	3	10
qwen	105	11	3	11
qwen	106	10	6	8
qwen	107	1	1	2
qwen	107	1	1	3
qwen	107	1	1	10
qwen	107	2	1	11
qwen	107	3	1	10
qwen	107	3	1	11
qwen	107	4	1	11
qwen	107	5	1	9
qwen	107	5	1	10
qwen	107	5	1	11
qwen	107	6	2	4
qwen	107	6	2	10
qwen	107	7	2	3
qwen	107	7	2	4
qwen	107	7	2	9
qwen	107	8	2	3
qwen	107	8	2	11
qwen	108	1	3	4
qwen	108	1	3	5
qwen	108	1	3	7
qwen	108	1	3	10
qwen	108	1	3	12
qwen	108	1	3	17
qwen	108	2	2	3
qwen	108	2	2	4
qwen	108	2	2	14
qwen	108	2	2	15
qwen	108	3	3	4
qwen	108	3	3	15
qwen	108	3	3	17
qwen	108	4	2	3
qwen	108	4	2	4
qwen	108	4	2	5
qwen	108	4	2	7
qwen	108	4	2	12
qwen	108	4	2	14
qwen	108	5	3	4
qwen	108	5	3	5
qwen	108	5	3	7
qwen	108	5	3	10
qwen	108	5	3	12
qwen	108	6	5	7
qwen	108	6	5	12
qwen	108	7	3	4
qwen	108	7	3	5
qwen	108	7	3	7
qwen	108	7	3	10
qwen	108	7	3	12
qwen	108	8	2	5
qwen	108	8	2	7
qwen	108	8	2	10
qwen	108	8	2	12
qwen	108	8	2	15
qwen	108	9	3	4
qwen	108	10	5	7
qwen	108	10	5	12
qwen	109	1	1	4
qwen	109	1	1	6
qwen	109	1	1	10
qwen	109	1	1	19
qwen	109	2	1	2
qwen	109	3	1	14
qwen	109	3	1	15
qwen	109	4	4	6
qwen	109	5	3	5
qwen	109	5	3	6
qwen	109	5	3	11
qwen	109	5	3	14
qwen	109	5	3	15
qwen	109	5	3	17
qwen	109	6	2	3
qwen	109	8	14	15
qwen	109	9	14	15
qwen	109	10	2	4
qwen	109	10	2	6
qwen	109	10	2	14
qwen	109	10	2	15
qwen	109	10	2	19
qwen	109	11	5	11
qwen	109	11	5	19
qwen	109	12	11	19
qwen	109	13	10	19
qwen	109	14	14	15
qwen	109	15	14	15
